"会员","级别","评价星级","评价内容","时间","点赞数","评论数","追评时间","追评内容","页面网址","页面标题","采集时间"
"秋***啦","京享值21953","star5","安装挺不错的，家里的所有大家电全在京东买的，电视机，洗衣机，空调什么的，希望给力","2018-01-29 16:12","0","1",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:23.2439939"
"我***流","PLUS会员","star5","这是买的第二台同型号的热水器了，第一台用的不错，又给父母家安装了一台，热水效果挺好的。外型也比较美观。","2017-12-16 15:21","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:26.0785642"
"吴***7","京享值23356","star5","第二次买美的的热水器了。美的的热水器很好，京东送货速度也很快，安装师傅服务很到位。满意的一次购物。","2018-02-06 17:54","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:26.1025791"
"j***h","京享值10290","star5","一直坚信京东品质，美的值得信赖的产品，京东发货快，服务一流，谢谢安装师傅耐心指导相关知识，大赞！","2018-02-02 18:04","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:26.1305972"
"爱***7","京享值2396","star5","我是2月11日买的美的50升電热水器，因春节来临按装工程师要回家休息，春节全家团聚是中国传统的重要日子，大家可以理解，休完假期按装工程师第一时间来我家装电热水器，上城区佳又美电器维修部的秦師付来按装，工作认真负责，我给他冲了杯茶水都不喝，按装费用公道收了117元。","2018-02-24 17:45","1","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:26.1556151"
"我***铛","京享值9633","star5","安装师傅非常的好，而且很敬业。做事情细心。已经很晚了还在帮安装，就是为了能够让我们在年前用上。","2018-02-13 01:04","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:26.1826337"
"j***1","京享值2728","star5","特别好  年底了都怕没有人装 师傅全年无休的  收了100块钱的材料费 特别喜欢 用起来也很好","2018-02-12 19:09","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:26.2106507"
"j***n","京享值7607","star5","安装完成，外观美美的，质量刚刚的。","2018-02-08 18:07","0","0","[购买21天后追评]","投诉安装师傅，进出水装反了","https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:26.2416726"
"J***涛","PLUS会员","star5","帮亲戚买的。一直信赖美的。质量好售后服务快！很满意的一次购物！赞赞赞?","2018-02-23 14:28","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:26.2726921"
"晨***爱","PLUS会员","star5","物流速度特别快，家在偏远的山村，第二天中午就送到了。安装师傅当天下午就来家里给装上了，师傅态度特别好，安装的很熟练仔细，我们都很满意！","2018-02-03 18:32","0","1",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:26.3047141"
"蜜***g","京享值14948","star5","替公司买的，目前还没有问题反馈来，美的大品牌值得信耐！服务送货都挺好的，价格也实惠。推荐购买！","2018-01-25 15:25","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:26.3377365"
"j***林","京享值9258","star5","送货很及时，一如既往地快，本来因为浴室还没装好，又是年关，就打算自己安装的，但是赶在老公开工前，还是没能装修好，所以只能又回头预约了上门安装，看图，总计97.5，收费标准一毛不差，不知道那些超额收费怎么来的。","2018-03-07 15:52","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:29.2162426"
"j***9","京享值23409","star5","是正品，送货快 安装服务很好，还在墙壁上接地线，支持美的，水温有温度显示，大爱，大家放心购买吧","2018-01-19 15:17","0","0","[购买8天后追评]","特别好，大品牌值得信赖","https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:29.2412600"
"j***k","京享值12542","star5","小区停止热水供应之后，全靠他了，外观很棒。只要安全，用着就放心。快递很快，安装师傅也很用心。","2018-02-02 23:37","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:29.2652763"
"考***逆","PLUS会员","star5","东西不错，安装师傅也很到位。把家里的太阳能和热水器合并在一块了，安装费270","2018-01-04 12:46","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:29.2882926"
"京***缘","PLUS会员","star5","安装及时，送货快，服务好，美的的热水器就是好，值得信赖，非常非常非常满意","2018-01-31 08:48","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:29.3153100"
"t***7","京享值4745","star3","我的就安装了这些管路，为什么直接收我200安装费用","2018-02-11 15:06","2","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:29.3453295"
"6***3","京享值1136322","star5","颜值高，遥控很方便，物流快，安装及时，安装人员服务态度也很好，很满意的一次购物，值得推荐","2018-02-26 11:48","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:29.3743495"
"j***r","PLUS会员[试用]","star5","电热水器不错，对美的这个品牌也很放心，京东送货也是相当得快，现在已经在使用中了，总体满意！","2018-02-08 17:47","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:29.4043704"
"1***0","京享值107119","star5","送货快，美的大品牌值得拥有，购买了3台居然来个2个师傅安装真速度，比商场便宜多了，售后都是一样，京东购物就是放心，希望京东越做越好。","2018-01-24 09:03","0","0","[购买2天后追评]","送货快，美的大品牌值得拥有，购买了3台居然来个2个师傅安装真速度，比商场便宜多了，售后都是一样，京东购物就是放心，希望京东越做越好。","https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:29.4504009"
"环***汉","京享值5458","star5","双十一下单买的，今天15号终于送到了。价格很便宜，东西也不错，装空调的师傅很专业，本来预约的是到货第二天安装，电话联系后刚好师傅在附近就过来了，比快递还早到二十多分钟。安装费用实打实的是两百，只多不少，材料确实都说清楚了，但是一点不便宜。","2017-11-15 13:14","0","1",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:29.4854246"
"j***1","京享值3130","star5","物流速度很快，产品很好，一如既往的信赖京东，信赖京东自营，信赖京东物流！等安装时再晒图","2018-03-02 16:03","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:32.3529397"
"4***1","京享值541516","star5","热水器很好，非常快的送货速度，很喜欢的产品，下次朋友给他推荐这款咯。。。","2018-01-10 10:27","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:32.3769521"
"1***7","京享值18044","star5","京东商城网购很方便快捷，最最重要的就是服务一流的棒，送货上门，轻拿轻放，联系客服后，立马安排师傅上门，免费帮助安装，师傅认真仔细，热水器很美观，数码显示屏，操作跟简单。相当值的一次购物，强烈推荐大家购买使用。","2018-02-11 18:40","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:32.4019688"
"j***g","京享值3926","star5","安装的挺好的，以前的位置不好，安装师傅给我换了好的位置，热水器还没用，用好了再来和大家分享","2018-01-30 15:56","0","0","[购买2天后追评]","安装人员服务态度还是不错的，很喜欢这款热水器，够大，家里有找朋友的可以考虑入手了","https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:32.4319889"
"盼***星","京享值33858","star5","春节前购买的，两天内就完成送货与安装了~上门安装服务还可以，不过安装费268有点小贵啦~.~电热水器操作简单，用着还不错，唯一缺点是水压有点小。","2018-02-21 23:34","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:32.4570062"
"山***六","PLUS会员","star5","满意，热水器性价比高，美的值得信赖！安装师傅装了一个小时，挺辛苦，服务态度也很好，赞一个！","2017-12-22 10:07","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:32.4850243"
"j***e","京享值12598","star5","下单第二天就到了这速度杠杠的。安转师傅很专业，态度非常好，装好半个小时就有热水用了。","2018-03-03 18:37","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:32.5170457"
"越***门","PLUS会员","star5","发货很快 电子产品都是在京东买 一直支持速度很快 。服务很棒 家里暂时没装修好 还没开装热水器","2017-11-16 09:38","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:32.5490671"
"j***6","京享值2326","star5","热水器到了好多天了，因为刚刚装修过，所以耽搁了几天，装上之后试用了，很棒，外观漂亮，上档次，价格也不贵，性价比较高，推荐大家购买！我试了下热水快，内胆保温好，隔了一夜还是热水，很棒，装的师傅服务也是特别好！","2018-03-03 14:40","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:32.5830899"
"Z***v","京享值30344","star5","物有所值，烧水挺快的，2100w 价格还可以，预约功能我也没什么用，就打开烧到50度，洗澡，然后到了50度关上","2017-11-27 21:27","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:32.6171129"
"小***1","京享值845","star5","已经在使用了呢～加热很快～自动恒温～～～使用多次～京东家电～值得信赖～再次感谢京东师傅～辛苦啦！谢谢您～","2015-09-09 17:00","45","16",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:35.4370562"
"j***4","京享值18742","star5","一直信赖的牌子，非常好","2018-02-13 11:41","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:35.4640743"
"j***安","PLUS会员","star3","售后未过来安装，自己找人安装花了100元。","2018-02-10 13:02","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:35.4880897"
"0***B","PLUS会员","star5","京东大家电一直信赖的品牌，物流快，安装顺畅，服务牛的没得说","2018-03-08 09:16","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:35.5131071"
"5***3","京享值150","star5","东一如既往的好。买的宝贝从来不用操心，首先价格实惠，其次是正品保障，最重要的是售后和送货安装不用操心，厂家专业售后不用担心产品质量的问题。专业团队送货到家，不用担心产品过重不好上楼的问题。百分百的信任，太棒了","2018-01-23 09:40","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:35.5421264"
"y***7","京享值2188","star5","非常好的热水器，送货上门快，服务态度很好，预约上门安装，安装师傅尤其棒棒哒！表扬表扬！","2018-01-06 17:13","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:35.5691442"
"j***k","PLUS会员","star5","物流超快上午下单下午就收到了，安装也很给力，热水器不错值得购买。","2018-01-16 20:37","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:35.5991643"
"孤***糖","京享值8455","star5","快递发货挺快的  按预约的时间 及时送到 ，安装师傅 也挺好的 安装的不错 还给讲了一些使用技巧，美的 大品牌值得购买 价格 很便宜 超赞！！！","2018-01-29 09:28","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:35.6291843"
"j***w","京享值10590","star5","热水器是双十二当天买的，到货很快。因为前两天有事就约到今天安装，安装的师傅服务很好。热水器工作时也没太大的噪音，升温也比较理想。到达温度后还有中保功能，水不至于太快冷却。装好到现在有四个小时了，水还是很烫的，总体感觉还是不错的……","2017-12-14 18:52","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:35.6612057"
"记忆中的那抹笑","京享值4976","star5","快递非常快 第二天就到了 第三天就安装好了 东西也很好 非常喜欢 买给爸妈用的","2018-02-21 17:43","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:35.6942278"
"a***9","京享值31439","star5","送货很快，安装师傅很热心帮忙排线、布置，以后洗澡老人家再也不用担心没有热水啦","2018-03-04 19:12","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:38.3417835"
"2***3","PLUS会员","star5","帮别人买的，价格会理，服务到位！???????","2018-02-02 09:17","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:38.3668011"
"镜***虫","PLUS会员","star5","是帮同事买的 他很满意","2016-12-06 09:28","52","13",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:38.3938195"
"w***7","PLUS会员","star5","不错，烧水热的蛮快的，安装师傅服务周到。支持国产，支持美的。","2018-02-03 09:19","0","0","[购买6天后追评]","此用户未填写评价内容","https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:38.4208367"
"j***e","京享值1958","star5","热水器已经安装好了，安装师傅挺好的还在墙上打了个架子固定，怕农村的墙不结实。","2018-02-28 11:48","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:38.4468546"
"o***o","PLUS会员","star5","还是一如既往的支持 确实好用 优惠力度也很大 下次还会京东买 物流又快 服务又好 价格实惠！还是一如既往的支持 确实好用 优惠力度也很大 下次还会京东买 物流又快 服务又好 价格实惠！","2018-01-03 15:34","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:38.4748737"
"j***c","京享值5786","star5","安装师傅太给力了，安装非常仔细用心，美的服务非常6，不管多晚多难弄，都是全心投入搞好为止，给师傅点赞?","2017-11-29 13:33","0","0","[购买18天后追评]",,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:38.5038928"
"张***许","京享值3835","star5","热水器看了好久才相中这款的，目前已经在使用中了，热水速度特别快，很方便，美的的质量棒棒的，希望在后续的使用中也能一如既往的好，安装的师傅也非常给力，到货的当天就接着来装好了，安装所用的配件也是厂家推荐的盾运，非常专业，好评!","2018-01-19 12:49","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:38.5469209"
"x***2","京享值10871","star5","安装师傅早早的提前跟我们预约了安装时间，还准准的提前来了，有啥问题都给考虑周全，安装的也快也好，满意！","2017-12-18 10:53","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:38.5799439"
"w***3","京享值22036","star5","早上收到，中午就安装好了，很快水就热了，安装师傅还用了支架，应该很放心的用！","2018-02-23 14:19","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:38.6179693"
"j***0","京享值12888","star1","用了一次，隔天再用就不能启动了，一颗星不谢，正在保修，美的这个牌子真的完蛋，同事家电器清一色美的，三天两头出问题，唉，后悔没听她的。","2017-09-24 22:43","108","20",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:41.6482012"
"残***梦","PLUS会员","star5","京东物流配送挺快的，然后就是客服了，服务态度特别好，下完单核实送货时间，后面又问收到货没有，物流配送师傅态度干嘛，安装师傅态度，我说都很好，的确，安装很专业，技术到位，热水器质量也很好，很高大上，满意！","2017-12-08 21:57","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:41.6722182"
"j***2","京享值4057","star5","京东的发货速度向来是这几个大的电商里面最快的。刚送完货，当天安装师傅就打电话预约安装了，而且提前了一天安装。美的这一款电热水器不错，制热快，虽然看起来显示的稳定就是45摄氏度，但觉得能让一个成年女性从头到脚洗个痛快。很好！","2017-12-17 22:52","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:41.6962336"
"1***p","京享值3789","star5","美的热水器确实很棒，水温稳定，货物配送，安装都非常快，很愉快的一次购物！","2018-03-08 23:08","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:41.7212519"
"福***i","PLUS会员","star5","安装人员特别的有耐心。并且告诉我们如何使用。美的大品牌。","2018-02-03 09:17","0","0","[购买10天后追评]","给力。高端大气上档次。只可惜没有买到即热的。不过这款也很不错了。预热型的。关键是性价比高。","https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:41.7472692"
"j***u","京享值7440","star5","一如既往的支持美的，大品牌信得过，外观简单大方，安装快，服务号，家里人都很满意","2018-01-19 16:51","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:41.7762871"
"j***1","京享值8848","star5","热水器不错，安装师傅很细心，很快就安装好了，插电试了一下没有问题，一切OK","2018-02-14 11:16","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:41.8083082"
"j***1","京享值1711","star5","宝贝收到了，非常满意智能自动上水，商品太棒了，物流快送货上门态度很好，商品比实体店优惠多了，非常好，下次在给老妈拍一台，喜欢的赶紧购买吧，美的大品牌值得购买，安装师傅安装的很漂亮给个赞，很仔细认真","2018-02-05 20:12","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:42.0495252"
"g***5","PLUS会员","star5","安装费可是不便宜啊*早知道我就按个贵点的了，这个优惠完*.加热不够快，尺寸刚刚好","2017-11-28 13:30","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:42.1015633"
"我***i","京享值7734","star5","7号下单，9号到货，10号安装。安装，收费80元，无收据人工写了收费款项。","2018-02-10 15:33","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:42.1355821"
"j***5","京享值5008","star5","美的热水器大品牌有保证值得信赖，安装师傅很仔细，使用方法讲解的很耐心，好评！","2018-01-23 18:28","0","0","[购买12天后追评]","非常满意的一次网上消费，新房装修准备结婚用的，女朋友很喜欢，热水器外观很不错，简单大方，使用方便，还有安全设置，很人性化，好好好！","https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:44.7388513"
"y***9","京享值22456","star5","京东自营就是快！13号上午下凡，当天下午就送货到家啦，电话回访做的很及时到位。美的售后服务没的说，当天确认安装时间，今天一早安装师傅就来给安装上了，第一次买美的热水器，样子漂亮，美观大气，非常满意！","2018-01-14 16:44","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:44.7648695"
"一路上拼搏有你","京享值3066","star5","机子不错，自己装的，特通水通电试了下才来评价的。美观，大方，使用方便，冲牌子来的，赞(/≧▽≦/)！！！","2017-10-21 21:21","0","1","[购买29天后追评]","真的不错，洗两个人的澡时不开保温也不会降温！","https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:44.7878831"
"j***d","京享值2864","star5","物流很快，第二天就安装好啦，货真价实，比想象中的还好用，0K美的产品，","2018-03-03 19:53","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:44.8139014"
"3***0","京享值1101425","star5","安装很及时，京东发货很快，售后也好，买家电就喜欢在京东，物流两天就到了，美的是大品牌用的放心。60升的够一家人洗澡啦，水温烧得很快！每次烧水大概一个多小时就可以洗澡了。好评哦~","2018-02-04 21:03","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:44.8409204"
"b***6","京享值14807","star5","装好了，虽然贵点吧，可算能用了，三百多元安装费。但总体不错。热水器刚用一天。","2018-01-06 10:45","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:44.8819469"
"S***e","PLUS会员","star5","加热快，容量大，够用的，安装有点麻烦，费了好大劲","2018-03-04 06:59","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:45.2051957"
"大***叶","京享值33017","star5","美的大品牌值得信赖，送货快安装好！评论还送浴巾三件套！就是不知道真送还是假送","2018-01-01 15:10","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:45.2362165"
"j***冰","PLUS会员","star5","用了一段时间了  东西很给力  价廉物美   很满意","2018-01-30 10:51","0","0","[购买49天后追评]","特意用了一段时间再来评论的，热水器外观高端大气上档次，加热速度过得去，总体来说满意，一千元左右可以装个品牌热水器也是可以的！杂牌机说什么也没有名牌好，还八年保修，漏水包换呢，售后也好！以前意见纯属个人，不喜勿喷！","https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:20:45.2702395"
